JobID,Job Title,Salary Estimate,NumberofReviews,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,CompanyType,Industry,Sector,Revenue,Competitors,Easy Apply,No.OFApplicants
1665,Data Analyst II,$53K-$104K (Glassdoor est.),190,4.6,"Texas Facilities Commission
4.6","Austin, TX","Austin, TX",501 to 1000 employees,-1,Government,Type 6,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1,483
1666,Data Analyst V,$53K-$104K (Glassdoor est.),84,2.8,"Texas Health & Human Services Commission
2.8","Austin, TX","Austin, TX",10000+ employees,1912,Government,Type 5,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1,983
1667,9-1-1 Data Analyst,$53K-$104K (Glassdoor est.),199,-1,911 Datamaster Inc,"Austin, TX","Overland Park, KS",1 to 50 employees,-1,Company - Private,Type 4,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1,453
1668,Data Migration Analyst,$53K-$104K (Glassdoor est.),183,3.2,"Q2eBanking
3.2","Austin, TX","Austin, TX",1001 to 5000 employees,2004,Company - Public,Type 6,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),Intuit,-1,462
1669,Technical Data Analyst,$53K-$104K (Glassdoor est.),125,3.7,"Allegan General Hospital
3.7","Austin, TX","Allegan, MI",201 to 500 employees,1938,Company - Private,Type 9,-1,-1,$25 to $50 million (USD),-1,-1,574
1670,Junior Data Analyst,$53K-$104K (Glassdoor est.),58,2.6,"Santanna Energy Services
2.6","Austin, TX","Austin, TX",1 to 50 employees,1988,Company - Private,Type 6,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1,-1,504
1671,Data Quality Analyst,$53K-$104K (Glassdoor est.),157,2.8,"Healthgrades
2.8","Austin, TX","Denver, CO",501 to 1000 employees,1998,Company - Private,Type 9,Internet,Information Technology,Unknown / Non-Applicable,"Zocdoc, Sapphire Digital",-1,17
1672,TSDS Data QA Analyst (Data Analyst IV),$53K-$104K (Glassdoor est.),115,2.8,"TEXAS EDUCATION AGENCY
2.8","Austin, TX","Austin, TX",501 to 1000 employees,-1,Government,Type 8,State & Regional Agencies,Government,$100 to $500 million (USD),-1,-1,965
1673,Data Analyst,$53K-$104K (Glassdoor est.),184,-1,Cyclex Systems,"Austin, TX",-1,-1,-1,-1,Type 6,-1,-1,-1,-1,-1,135
1674,MDM/Master Data Analyst ( Tibco EBX ),$53K-$104K (Glassdoor est.),191,4.4,"Vsion Technologies Inc
4.4","Austin, TX","Cedar Park, TX",51 to 200 employees,-1,Company - Private,Type 5,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,137
1675,Senior Cloud Data Analyst,$53K-$104K (Glassdoor est.),193,4.6,"NVIDIA
4.6","Austin, TX","Santa Clara, CA",10000+ employees,1993,Company - Public,Type 3,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1,-1,885
1676,Data Analyst/Data Entry/Federal Data Entry/Data Specialist,$53K-$104K (Glassdoor est.),155,3.9,"ARK Solutions, Inc.
3.9","Austin, TX","Gainesville, VA",1 to 50 employees,2015,Company - Private,Type 4,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,69
1677,Data Analyst III,$53K-$104K (Glassdoor est.),169,2.8,"Texas Health & Human Services Commission
2.8","Austin, TX","Austin, TX",10000+ employees,1912,Government,Type 3,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1,321
1678,Data Analyst II,$53K-$104K (Glassdoor est.),193,3.3,"Centene Corporation
3.3","Austin, TX","Saint Louis, MO",10000+ employees,1984,Company - Public,Type 5,Insurance Carriers,Insurance,$10+ billion (USD),-1,-1,892
1679,Data Analyst / Data Management /ETL / Talend /Alteryx,$53K-$104K (Glassdoor est.),59,2.5,"Avacend, Inc.
2.5","Austin, TX","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Type 7,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,794
1680,Celonis Data Engineer & Analyst,$53K-$104K (Glassdoor est.),184,-1,SNIPEBRIDGE,"Austin, TX","Plano, TX",Unknown,-1,Company - Public,Type 9,-1,-1,Unknown / Non-Applicable,-1,-1,824
1681,Data Analyst,$53K-$104K (Glassdoor est.),131,2.5,"Avacend, Inc.
2.5","Austin, TX","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Type 7,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,811
1682,Senior Data Analyst,$53K-$104K (Glassdoor est.),118,3.7,"Bazaarvoice
3.7","Austin, TX","Austin, TX",501 to 1000 employees,2005,Company - Private,Type 1,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,-1,332
1683,Senior Claims Data Analyst,$53K-$104K (Glassdoor est.),60,2.6,"MedSeek
2.6","Austin, TX","Hoover, AL",51 to 200 employees,1996,Company - Private,Type 4,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Epic,-1,983
1684,Associate SalesForce.com Data Steward & Analyst,$53K-$104K (Glassdoor est.),189,3.3,"Gemalto
3.3","Austin, TX","Amsterdam, Netherlands",10000+ employees,2006,Company - Public,Type 5,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,-1,195
1685,Lead Data Analyst,$53K-$104K (Glassdoor est.),76,3.8,"Lawnstarter
3.8","Austin, TX","Austin, TX",1 to 50 employees,-1,Company - Private,Type 1,Internet,Information Technology,Less than $1 million (USD),-1,-1,249
1686,Financial Controller / Data Analyst / Spreadsheet Superstar,$53K-$104K (Glassdoor est.),88,-1,VIAHART,"Austin, TX",-1,-1,-1,-1,Type 3,-1,-1,-1,-1,-1,479
1687,Senior Data Analyst,$53K-$104K (Glassdoor est.),86,3.7,"CloudFlare
3.7","Austin, TX","San Francisco, CA",1001 to 5000 employees,2010,Company - Public,Type 9,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,385
1688,Managed Care Data Analyst,$35K-$42K (Glassdoor est.),176,2.7,"Sonic Healthcare USA
2.7","Austin, TX","Macquarie Park, Australia",10000+ employees,1987,Company - Public,Type 6,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1,-1,80
1689,Technical Data Analyst,$35K-$42K (Glassdoor est.),72,3.3,"Ascension
3.3","Austin, TX","Saint Louis, MO",10000+ employees,1999,Nonprofit Organization,Type 1,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,-1,752
1690,Strategic Data Analyst III - Strategic Planning Divsion,$35K-$42K (Glassdoor est.),91,3.8,"TxDOT
3.8","Austin, TX","Austin, TX",10000+ employees,1991,Government,Type 2,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1,86
1691,Junior Data Warehouse Analyst,$35K-$42K (Glassdoor est.),132,3.5,"ISHPI Information Technologies
3.5","Austin, TX","Mount Pleasant, SC",201 to 500 employees,2006,Company - Private,Type 4,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,573
1692,Data Warehouse Analyst,$35K-$42K (Glassdoor est.),78,3.5,"University Federal Credit Union
3.5","Austin, TX","Austin, TX",501 to 1000 employees,1936,Nonprofit Organization,Type 5,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,-1,503
1693,Data Analyst - Public Sector,$35K-$42K (Glassdoor est.),93,3.8,"Sense Corp
3.8","Austin, TX","Saint Louis, MO",201 to 500 employees,1996,Company - Private,Type 9,Accounting,Accounting & Legal,$10 to $25 million (USD),-1,-1,941
1694,"Data Analyst, Lead with Security Clearance",$35K-$42K (Glassdoor est.),125,3.8,"Booz Allen Hamilton
3.8","Austin, TX","Mc Lean, VA",10000+ employees,1914,Company - Public,Type 2,Consulting,Business Services,$5 to $10 billion (USD),"Accenture, Deloitte, PwC",-1,124
1695,System/Data Analyst,$35K-$42K (Glassdoor est.),157,3.7,"22nd Century Technologies
3.7","Austin, TX","Somerset, NJ",1001 to 5000 employees,1997,Company - Private,Type 4,IT Services,Information Technology,$25 to $50 million (USD),-1,TRUE,205
1696,Data Governance Analyst/Lead,$35K-$42K (Glassdoor est.),195,3,"SMIT Solutions
3.0","Austin, TX","Bradenton, FL",Unknown,-1,Unknown,Type 2,-1,-1,Unknown / Non-Applicable,-1,-1,347
1697,Data Warehouse Analyst,$35K-$42K (Glassdoor est.),65,3.9,"Octo Consulting Group
3.9","Austin, TX","Reston, VA",501 to 1000 employees,2006,Company - Private,Type 9,Consulting,Business Services,$50 to $100 million (USD),"Attain, Deloitte, Booz Allen Hamilton",-1,484
1698,Data Analyst III,$35K-$42K (Glassdoor est.),128,3.1,"Seven Seven Softwares
3.1","Austin, TX","Rockaway, NJ",201 to 500 employees,1996,Company - Public,Type 8,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,956
1699,Data Analyst III,$35K-$42K (Glassdoor est.),182,3.7,"Wellcare
3.7","Austin, TX","Tampa, FL",5001 to 10000 employees,1985,Company - Public,Type 6,Insurance Carriers,Insurance,$10+ billion (USD),"Anthem, Molina Healthcare, Humana",-1,179
1700,Senior Strategy Data Analyst,$35K-$42K (Glassdoor est.),140,3.6,"Central Health
3.6","Austin, TX","Austin, TX",51 to 200 employees,-1,Government,Type 7,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),-1,-1,780
1701,BI Data Analyst and Specialist,$35K-$42K (Glassdoor est.),180,-1,Sam Bharath,"West Lake Hills, TX",-1,-1,-1,-1,Type 4,-1,-1,-1,-1,-1,811
1702,Data Analyst IV,$35K-$42K (Glassdoor est.),169,2.8,"Texas Health & Human Services Commission
2.8","Austin, TX","Austin, TX",10000+ employees,1912,Government,Type 4,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1,282
1703,Clinical Data Management - Technical Analyst,$35K-$42K (Glassdoor est.),56,3.3,"Ascension
3.3","Austin, TX","Saint Louis, MO",10000+ employees,1999,Nonprofit Organization,Type 3,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,-1,217
1704,Splunk Data Analyst,$35K-$42K (Glassdoor est.),155,4.1,"BayOne Solutions
4.1","Austin, TX","Pleasanton, CA",1001 to 5000 employees,-1,Company - Private,Type 2,IT Services,Information Technology,$5 to $10 million (USD),-1,-1,562
1705,Data Analyst III,$35K-$42K (Glassdoor est.),101,3.3,"Superior HealthPlan
3.3","Austin, TX","Austin, TX",1001 to 5000 employees,1999,Company - Private,Type 5,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,307
1706,Data Analyst Junior,$35K-$42K (Glassdoor est.),77,5,"Staffigo Technical Services, LLC
5.0","Austin, TX","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 2,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,462
1707,20-63 Flood Planning Data Analyst (Data Analyst III),$35K-$42K (Glassdoor est.),151,2.8,"Texas Water Development Board
2.8","Austin, TX","Austin, TX",201 to 500 employees,1957,Government,Type 6,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1,640
1708,Operations Research Analyst (Data Scientist),$35K-$42K (Glassdoor est.),55,-1,United States Army Futures Command,"Austin, TX",-1,-1,-1,-1,Type 8,-1,-1,-1,-1,-1,9
1709,Leading Data-Driven Change -- Data Industry Analyst,$35K-$42K (Glassdoor est.),178,3.5,"GasPedal
3.5","Austin, TX","Austin, TX",1 to 50 employees,2007,Company - Private,Type 5,Membership Organizations,Business Services,$5 to $10 million (USD),-1,-1,770
1710,SQL Data and Integration Analyst,$35K-$42K (Glassdoor est.),53,4.1,"Smartwebs, Inc.
4.1","Round Rock, TX","Boston, MA",Unknown,-1,Company - Private,Type 2,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,-1,144
1711,Industry Analyst -- Data Science and Strategy,$35K-$42K (Glassdoor est.),122,3.5,"GasPedal
3.5","Austin, TX","Austin, TX",1 to 50 employees,2007,Company - Private,Type 5,Membership Organizations,Business Services,$5 to $10 million (USD),-1,-1,114
1712,Senior Data Analyst,$35K-$42K (Glassdoor est.),107,-1,Iris Plans Inc.,"Austin, TX","Austin, TX",1 to 50 employees,-1,Company - Private,Type 4,-1,-1,Unknown / Non-Applicable,-1,-1,312
1713,Simulation Data Analyst,$35K-$42K (Glassdoor est.),95,2.7,"Hyliion
2.7","Cedar Park, TX","Cedar Park, TX",1 to 50 employees,2015,Company - Private,Type 4,Trucking,Transportation & Logistics,Unknown / Non-Applicable,-1,-1,975
1714,Data Analyst/Program Manager,$35K-$42K (Glassdoor est.),154,-1,softsnippets,"Austin, TX",-1,-1,-1,-1,Type 2,-1,-1,-1,-1,-1,636
1715,Data Analyst III,$35K-$42K (Glassdoor est.),162,3.3,"Centene Corporation
3.3","Austin, TX","Saint Louis, MO",10000+ employees,1984,Company - Public,Type 9,Insurance Carriers,Insurance,$10+ billion (USD),-1,-1,910
1716,Senior Data Analyst / Senior BI and Insights Analyst,$35K-$42K (Glassdoor est.),142,4.4,"Quantilus, Inc
4.4","Round Rock, TX","New York, NY",1 to 50 employees,-1,Company - Private,Type 2,IT Services,Information Technology,Less than $1 million (USD),-1,-1,310
1717,"Associate, Strategy and Operations (Data Analyst IV)",$35K-$42K (Glassdoor est.),178,2.8,"Texas Education Agency
2.8","Austin, TX","Austin, TX",501 to 1000 employees,-1,Government,Type 9,State & Regional Agencies,Government,$100 to $500 million (USD),-1,-1,423
1718,19-84R Team Lead (Data Analyst IV),$43K-$77K (Glassdoor est.),82,2.8,"Texas Water Development Board
2.8","Austin, TX","Austin, TX",201 to 500 employees,1957,Government,Type 5,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1,183
1719,Data Lineage Analyst,$43K-$77K (Glassdoor est.),106,3.5,"The Judge Group
3.5","Round Rock, TX","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Type 6,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,951
1720,DPS - FIN - CAPPS Financial Senior Data Analyst,$43K-$77K (Glassdoor est.),143,3.4,"TEXAS DEPARTMENT OF PUBLIC SAFETY
3.4","Austin, TX","Austin, TX",1001 to 5000 employees,-1,Government,Type 3,Municipal Governments,Government,Unknown / Non-Applicable,-1,-1,724
1721,Data Analyst,$40K-$72K (Glassdoor est.),174,3,"CSI Tech Inc.
3.0","Jacksonville, FL","Jacksonville, FL",51 to 200 employees,1994,Company - Private,Type 8,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,866
1722,Data Reporting Analyst,$40K-$72K (Glassdoor est.),171,3.5,"Robert Half
3.5","Jacksonville, FL","Menlo Park, CA",10000+ employees,1948,Company - Public,Type 9,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,308
1723,USGAAP Financial and Reference Data Control Analyst Analyst,$40K-$72K (Glassdoor est.),110,3.5,"Deutsche Bank
3.5","Jacksonville, FL","Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Type 2,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,841
1724,Business/Data Analyst,$40K-$72K (Glassdoor est.),169,3.7,"Software Guidance & Assistance
3.7","Jacksonville, FL","Tarrytown, NY",51 to 200 employees,1981,Company - Private,Type 2,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1,302
1725,Junior Data Analyst,$40K-$72K (Glassdoor est.),148,5,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 4,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,251
1726,Business/Data Analyst,$40K-$72K (Glassdoor est.),118,-1,SGA Inc.,"Jacksonville, FL","Bethesda, MD",1 to 50 employees,1996,Company - Private,Type 5,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1,977
1727,Data Analyst,$40K-$72K (Glassdoor est.),191,3.5,"SNI Technology
3.5","Jacksonville, FL","Des Moines, IA",201 to 500 employees,1998,Company - Public,Type 8,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,142
1728,"Assistant Vice President, Anti Financial Crime Data Quality Analyst - {KP4457495}",$40K-$72K (Glassdoor est.),50,3.5,"Deutsche Bank
3.5","Jacksonville, FL","Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Type 2,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,763
1729,Senior Data Analyst,$40K-$72K (Glassdoor est.),178,3.9,"BTG
3.9","Jacksonville, FL","Eclepens, Switzerland",1 to 50 employees,1921,Company - Public,Type 8,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,-1,468
1730,Data Analyst,$40K-$72K (Glassdoor est.),74,5,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 7,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,482
1731,"Assistant Vice President, Anti Financial Crime Data Quality Analyst",$40K-$72K (Glassdoor est.),145,3.5,"Deutsche Bank
3.5","Jacksonville, FL","Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Type 4,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,350
1732,Data Analyst Junior,$40K-$72K (Glassdoor est.),67,5,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 6,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,613
1733,CDHP - Data Analyst Team Lead,$40K-$72K (Glassdoor est.),195,-1,Medical Cost Containment Services Inc.,"Jacksonville, FL",-1,-1,-1,-1,Type 6,-1,-1,-1,-1,-1,167
1734,Power BI Data Analyst,$40K-$72K (Glassdoor est.),74,-1,LEFTA Systems,"Jacksonville, FL",-1,-1,-1,-1,Type 9,-1,-1,-1,-1,-1,526
1735,Sr. Data Analyst - Guidewire Data Hub,$40K-$72K (Glassdoor est.),144,2.9,"Kemper
2.9","Jacksonville, FL","Chicago, IL",5001 to 10000 employees,1990,Company - Public,Type 9,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1,-1,832
1736,Senior Data Analyst- Guidewire Data Hub,$40K-$72K (Glassdoor est.),98,5,"ARC Group
5.0","Jacksonville, FL","Burbank, CA",51 to 200 employees,-1,Company - Private,Type 3,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1,364
1737,Guidewire Data Analyst,$40K-$72K (Glassdoor est.),158,5,"American Recruiting & Consulting Group
5.0","Jacksonville, FL","Fort Lauderdale, FL",51 to 200 employees,1982,Company - Private,Type 5,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,834
1738,System Analyst (Data) - PL/SQl Server,$40K-$72K (Glassdoor est.),198,3.9,"Diverse Lynx
3.9","Jacksonville, FL","Princeton, NJ",501 to 1000 employees,2002,Company - Private,Type 7,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,766
1739,ACA - Data Analyst,$40K-$72K (Glassdoor est.),123,-1,Medical Cost Containment Services Inc.,"Jacksonville, FL",-1,-1,-1,-1,Type 8,-1,-1,-1,-1,-1,754
1740,"Data Analyst, Military Forecasting",$50K-$86K (Glassdoor est.),149,3.3,"Textron
3.3","Fort Worth, TX","Providence, RI",10000+ employees,1923,Company - Public,Type 3,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,-1,241
1741,Human Performance Data Analyst,$50K-$86K (Glassdoor est.),131,4.6,"Reef Systems
4.6","Fort Worth, TX","Cary, NC",1 to 50 employees,-1,Company - Public,Type 3,-1,-1,$1 to $5 million (USD),-1,-1,350
1742,Medical Data Analyst,$50K-$86K (Glassdoor est.),77,3.8,"CornerStone Staffing
3.8","Fort Worth, TX","Grand Prairie, TX",51 to 200 employees,1991,Company - Private,Type 5,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1,319
1743,Data Analyst,$50K-$86K (Glassdoor est.),162,-1,Thinkfind Corporation,"Fort Worth, TX","Richardson, TX",1 to 50 employees,2011,Company - Private,Type 9,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,182
1744,"Data Analyst, Military Forecasting",$50K-$86K (Glassdoor est.),181,3.9,"Bell Helicopter
3.9","Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1935,Subsidiary or Business Segment,Type 6,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,-1,866
1745,Data Reporting Analyst,$50K-$86K (Glassdoor est.),148,3.1,"E Business International
3.1","Fort Worth, TX","Princeton, NJ",51 to 200 employees,1992,Company - Private,Type 3,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,780
1746,Data Analyst,$50K-$86K (Glassdoor est.),107,4.4,"InfoVision, Inc.
4.4","Irving, TX","Richardson, TX",1001 to 5000 employees,1995,Company - Private,Type 8,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,617
1747,Data Analyst Assistant,$50K-$86K (Glassdoor est.),165,5,"Company Confidenital
5.0","Fort Worth, TX","Tulsa, OK",51 to 200 employees,2006,Company - Private,Type 7,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,619
1748,Systems Engineer - Data Analyst (Level 3),$50K-$86K (Glassdoor est.),139,3.8,"Lockheed Martin
3.8","Fort Worth, TX","Bethesda, MD",10000+ employees,1995,Company - Public,Type 3,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Boeing, Northrop Grumman, Raytheon Technologies",-1,98
1749,Sr Data Analyst,$50K-$86K (Glassdoor est.),110,2.9,"GM Financial
2.9","Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1992,Company - Public,Type 7,Lending,Finance,$5 to $10 billion (USD),-1,-1,898
1750,Data/Sales Analyst,$50K-$86K (Glassdoor est.),193,-1,Samsung HVAC,"Roanoke, TX","Roanoke, TX",51 to 200 employees,-1,Other Organization,Type 9,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,-1,695
1751,Data/Financial Analyst,$35K-$67K (Glassdoor est.),101,1.7,"SUNSET LOGISTICS, INC
1.7","Fort Worth, TX","Fort Worth, TX",51 to 200 employees,-1,Company - Private,Type 1,Transportation Management,Transportation & Logistics,$25 to $50 million (USD),-1,-1,616
1752,Data Analyst - Intelligent Automation,$35K-$67K (Glassdoor est.),157,4.2,"Prudent Technologies & Consulting
4.2","Fort Worth, TX","Dallas, TX",51 to 200 employees,1998,Company - Private,Type 8,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,416
1753,(Risk Data Analyst),$35K-$67K (Glassdoor est.),153,4.8,"System Soft Technologies
4.8","Fort Worth, TX","Tampa, FL",201 to 500 employees,1999,Company - Private,Type 9,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,319
1754,Systems Analyst - Data Conversion,$35K-$67K (Glassdoor est.),156,3.9,"Fidelity TalentSource
3.9","Westlake, TX","Boston, MA",1001 to 5000 employees,1986,Company - Private,Type 1,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,578
1755,"Business Analyst with Data Governance ,IDQ exp",$35K-$67K (Glassdoor est.),151,-1,SM LOgics Inc,"Fort Worth, TX","Carrollton, TX",Unknown,-1,Company - Public,Type 7,-1,-1,Unknown / Non-Applicable,-1,-1,353
1756,"Business Analyst with Data Governance ,IDQ exp",$35K-$67K (Glassdoor est.),193,-1,smlogics,"Fort Worth, TX",-1,-1,-1,-1,Type 2,-1,-1,-1,-1,-1,91
1757,(Data Risk Analyst: Data Modeler),$35K-$67K (Glassdoor est.),62,4.8,"System Soft Technologies
4.8","Fort Worth, TX","Tampa, FL",201 to 500 employees,1999,Company - Private,Type 5,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,278
1758,#NAME?,$57K-$70K (Glassdoor est.),127,4.7,"InfoQuest Consulting Group
4.7","Fort Worth, TX","Edison, NJ",1 to 50 employees,-1,Company - Private,Type 9,Computer Hardware & Software,Information Technology,Less than $1 million (USD),-1,-1,667
1759,BI Data Analyst / Specialist,$57K-$70K (Glassdoor est.),80,3.6,"Global Technical Talent, LLC
3.6","Westlake, TX","Portsmouth, NH",501 to 1000 employees,1999,Company - Private,Type 1,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,231
1760,Data Analyst,$28K-$52K (Glassdoor est.),83,4.2,"CyberCoders
4.2","Columbus, OH","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Type 2,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,640
1761,Data Analyst,$28K-$52K (Glassdoor est.),114,3.6,"Olive
3.6","Columbus, OH","Columbus, OH",201 to 500 employees,2012,Company - Private,Type 2,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,138
1762,Data Analyst-Quality Improvement Services,$28K-$52K (Glassdoor est.),71,3.7,"Nationwide Children's Hospital
3.7","Columbus, OH","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Type 3,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,559
1763,Data Analyst,$28K-$52K (Glassdoor est.),75,2.9,"The Paragon Group
2.9","Columbus, OH","SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Company - Public,Type 2,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),-1,-1,209
1764,Fraud Data Analyst,$28K-$52K (Glassdoor est.),95,3.5,"Abercrombie & Fitch Co.
3.5","Columbus, OH","New Albany, OH",10000+ employees,1892,Company - Public,Type 3,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD),"American Eagle Outfitters, Ralph Lauren, J. Crew",-1,265
1765,Software Engineer - Data Analyst,$28K-$52K (Glassdoor est.),154,3.9,"JPMorgan Chase
3.9","Columbus, OH","New York, NY",10000+ employees,1799,Company - Public,Type 2,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,253
1766,Data Analyst,$28K-$52K (Glassdoor est.),69,-1,Beacon Hill Technologies,"Columbus, OH",-1,-1,-1,-1,Type 3,-1,-1,-1,-1,-1,380
1767,Business Data Analyst,$28K-$52K (Glassdoor est.),162,3.8,"DHL
3.8","Westerville, OH","Bonn, Germany",10000+ employees,1969,Company - Private,Type 5,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,-1,-1,934
1768,Business Analyst / Data Scientist Manager,$28K-$52K (Glassdoor est.),161,3.6,"Abbott Laboratories
3.6","Columbus, OH","Abbott Park, IL",10000+ employees,1888,Company - Public,Type 9,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,-1,333
1769,Junior Data Analyst,$28K-$52K (Glassdoor est.),68,5,"Staffigo Technical Services, LLC
5.0","Columbus, OH","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 8,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,200
1770,Program Data Analyst,$28K-$52K (Glassdoor est.),115,2.3,"Economic and Community Development Institute
2.3","Columbus, OH","Columbus, OH",1 to 50 employees,-1,Nonprofit Organization,Type 3,Lending,Finance,$5 to $10 million (USD),-1,-1,628
1771,Business Data Analyst - I,$28K-$52K (Glassdoor est.),77,2.5,"Avacend, Inc.
2.5","Hilliard, OH","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Type 3,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,23
1772,Planning Analyst - Data Resource Center,$28K-$52K (Glassdoor est.),198,3.7,"Nationwide Children's Hospital
3.7","Columbus, OH","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Type 2,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,339
1773,Data Analyst,$28K-$52K (Glassdoor est.),165,2.8,"Data Systems Integration Group Inc
2.8","Columbus, OH","Dublin, OH",1 to 50 employees,-1,Company - Private,Type 5,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1,12
1774,Data Analyst,$28K-$52K (Glassdoor est.),122,5,"Staffigo Technical Services, LLC
5.0","Columbus, OH","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 5,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,764
